scenario,test_method,test_kind,step_idx,http_method,path,parameter,stem,value,provenance,classification
Flow_Scenario_2685,test_positive_flow_S2685_v5,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v6,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v6,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v6,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD456789123,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v7,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v7,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v7,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v8,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v8,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v8,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v9,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v9,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v9,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD654321987,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v10,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v10,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v10,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD111222333,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v11,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,f1e2d3c4-efgh-1234-5678-abcdef9014,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v11,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-klmno,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v11,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v12,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,e2b3f4a1-bcde-1234-5678-abcdef9012,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v12,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v12,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v13,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,d4f2e3b1-cdef-1234-5678-abcdef9013,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v13,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v13,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v14,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v14,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v14,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD987654321,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v15,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v15,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v15,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v16,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,c5d4e3f2-mnop-1234-5678-abcdef9016,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v16,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v16,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v17,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,b4c3d2e1-opqr-1234-5678-abcdef9017,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v17,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v17,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD456789123,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v18,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,a3b2c1d4-ijkl-1234-5678-abcdef9015,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v18,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v18,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD654321987,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v19,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v19,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v19,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456789,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v20,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_2685,test_positive_flow_S2685_v20,positive,2,PUT,/api/v1/consignservice/consigns,id,,train-12345,LLM,llm
Flow_Scenario_2685,test_positive_flow_S2685_v20,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD111222333,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v4,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v9,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v11,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v14,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v15,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v22,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v30,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v35,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v40,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v49,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v55,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v57,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v66,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v67,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v70,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v73,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v74,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v78,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v79,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v82,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v83,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v88,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-klmno,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v89,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3472,test_positive_flow_S3472_v97,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v98,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3472,test_positive_flow_S3472_v99,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v1,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v2,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v3,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v4,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v5,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v6,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v7,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v8,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-klmno,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v9,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v10,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v11,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v13,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-abcde,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v14,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v15,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-klmno,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v16,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v17,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-67890,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v18,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
Flow_Scenario_3568,test_positive_flow_S3568_v19,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-fghij,SMART_FETCH,smart_fetch
Flow_Scenario_3568,test_positive_flow_S3568_v20,positive,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,LLM,llm
