scenario,test_method,step_idx,http_method,path,parameter,stem,value,resolvable
Flow_Scenario_3568,test_positive_flow_S3568_v8,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-klmno,false
Flow_Scenario_3568,test_positive_flow_S3568_v9,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
Flow_Scenario_3568,test_positive_flow_S3568_v10,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
Flow_Scenario_3568,test_positive_flow_S3568_v11,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
Flow_Scenario_3568,test_positive_flow_S3568_v13,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-abcde,false
Flow_Scenario_3568,test_positive_flow_S3568_v14,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-fghij,false
Flow_Scenario_3568,test_positive_flow_S3568_v15,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-klmno,false
Flow_Scenario_3568,test_positive_flow_S3568_v16,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
Flow_Scenario_3568,test_positive_flow_S3568_v17,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-67890,false
Flow_Scenario_3568,test_positive_flow_S3568_v18,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
Flow_Scenario_3568,test_positive_flow_S3568_v19,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-fghij,false
Flow_Scenario_3568,test_positive_flow_S3568_v20,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,train-12345,false
