scenario,test_method,test_kind,step_idx,http_method,path,matched_template,parameter,location,value,valid,schema_present,error
Flow_Scenario_1,test_positive_flow_S1_v2,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-04-25T16:13:15Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-01T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-04T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,FALLBACK_loginId_0,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,1,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-14T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v3,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2013-05-04 09:51:52,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-02T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-25T04:11:45Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,newCustomer4,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,20,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-08T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v4,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2013-05-04 11:31:52,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-11-20,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-13T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,loggedInUser7,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,7,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-08T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v5,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-05T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-04-26T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-28T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,customer789,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,30,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-27T04:12:41Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v6,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2013-05-04 09:51:52,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-10-01,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-22T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,guestUser6,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,1,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-18T04:12:41Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v7,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2021-08-17 13:45:30,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-11-20,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-25T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,test_login2,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,30,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-19T04:12:41Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v8,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-20T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-11-20,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-07T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,sampleUser3,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,8,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-13T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v10,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-10T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-04-27T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-27T04:11:45Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,guestUser6,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,1,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-06T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v11,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2021-08-17 13:45:30,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-07-15,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-25T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,customer789,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,1,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-07T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v12,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-20T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-03T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-19T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,guestUser6,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,7,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-11T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v13,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-01T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-04-29T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-10T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,customer789,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,2,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-12T04:12:47Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v14,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-25T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-01T16:11:29Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-05-19T14:11:51Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,sampleUser3,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,7,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-18T04:12:41Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v15,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-06-01T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2026-05-01T16:11:36Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-25T04:11:45Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableTravelDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,loginId,body,customer789,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,state,body,11,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateEnd,body,2026-05-19T04:12:41Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v16,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,travelDateStart,body,2026-05-25T14:13:22Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v17,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateEnd,body,2023-10-01,true,true,
Flow_Scenario_1,test_positive_flow_S1_v17,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,boughtDateStart,body,2026-04-27T04:11:45Z,true,true,
Flow_Scenario_1,test_positive_flow_S1_v17,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableBoughtDateQuery,body,false,true,true,
Flow_Scenario_1,test_positive_flow_S1_v17,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,/api/v1/orderOtherService/orderOther/refresh,enableStateQuery,body,false,true,true,
