scenario,test_method,step_idx,http_method,path,parameter,stem,value,resolvable
Flow_Scenario_1621,test_positive_flow_S1621_v14,2,PUT,/api/v1/consignservice/consigns,accountId,account,acc9976,false
Flow_Scenario_1621,test_positive_flow_S1621_v14,2,PUT,/api/v1/consignservice/consigns,id,,test576,false
Flow_Scenario_1621,test_positive_flow_S1621_v14,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v15,2,PUT,/api/v1/consignservice/consigns,accountId,account,test710,false
Flow_Scenario_1621,test_positive_flow_S1621_v15,2,PUT,/api/v1/consignservice/consigns,id,,test576,false
Flow_Scenario_1621,test_positive_flow_S1621_v15,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v16,2,PUT,/api/v1/consignservice/consigns,accountId,account,acc9976,false
Flow_Scenario_1621,test_positive_flow_S1621_v16,2,PUT,/api/v1/consignservice/consigns,id,,test576,false
Flow_Scenario_1621,test_positive_flow_S1621_v16,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v17,2,PUT,/api/v1/consignservice/consigns,accountId,account,test710,false
Flow_Scenario_1621,test_positive_flow_S1621_v17,2,PUT,/api/v1/consignservice/consigns,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_1621,test_positive_flow_S1621_v17,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v18,2,PUT,/api/v1/consignservice/consigns,accountId,account,test710,false
Flow_Scenario_1621,test_positive_flow_S1621_v18,2,PUT,/api/v1/consignservice/consigns,id,,test576,false
Flow_Scenario_1621,test_positive_flow_S1621_v18,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v19,2,PUT,/api/v1/consignservice/consigns,accountId,account,acc9976,false
Flow_Scenario_1621,test_positive_flow_S1621_v19,2,PUT,/api/v1/consignservice/consigns,id,,test576,false
Flow_Scenario_1621,test_positive_flow_S1621_v19,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_1621,test_positive_flow_S1621_v20,2,PUT,/api/v1/consignservice/consigns,accountId,account,acc9976,false
Flow_Scenario_1621,test_positive_flow_S1621_v20,2,PUT,/api/v1/consignservice/consigns,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_1621,test_positive_flow_S1621_v20,2,PUT,/api/v1/consignservice/consigns,orderId,order,test947,false
Flow_Scenario_2096,test_positive_flow_S2096_v1,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,test576,false
Flow_Scenario_2096,test_positive_flow_S2096_v2,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,test576,false
Flow_Scenario_2096,test_positive_flow_S2096_v3,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_2096,test_positive_flow_S2096_v5,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_2100,test_positive_flow_S2100_v1,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_2100,test_positive_flow_S2100_v2,2,POST,/api/v1/adminbasicservice/adminbasic/stations,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v1,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v1,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v2,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v2,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v3,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v3,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v4,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v4,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v5,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v5,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v6,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v6,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v7,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v7,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v8,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v8,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v9,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v9,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v10,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v10,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v11,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v11,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v12,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v12,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v13,2,POST,/api/v1/adminrouteservice/adminroute,id,,test576,false
Flow_Scenario_295,test_positive_flow_S295_v13,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v15,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v15,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_295,test_positive_flow_S295_v17,2,POST,/api/v1/adminrouteservice/adminroute,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_295,test_positive_flow_S295_v17,2,POST,/api/v1/adminrouteservice/adminroute,loginId,login,test282,false
Flow_Scenario_870,test_positive_flow_S870_v1,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_8,false
Flow_Scenario_870,test_positive_flow_S870_v1,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_2,false
Flow_Scenario_870,test_positive_flow_S870_v2,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_9,false
Flow_Scenario_870,test_positive_flow_S870_v2,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_0,false
Flow_Scenario_870,test_positive_flow_S870_v3,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_9,false
Flow_Scenario_870,test_positive_flow_S870_v3,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_9,false
Flow_Scenario_870,test_positive_flow_S870_v4,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_4,false
Flow_Scenario_870,test_positive_flow_S870_v4,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_4,false
Flow_Scenario_870,test_positive_flow_S870_v5,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_6,false
Flow_Scenario_870,test_positive_flow_S870_v5,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_6,false
Flow_Scenario_870,test_positive_flow_S870_v6,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_3,false
Flow_Scenario_870,test_positive_flow_S870_v6,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_1,false
Flow_Scenario_870,test_positive_flow_S870_v7,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_8,false
Flow_Scenario_870,test_positive_flow_S870_v7,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_5,false
Flow_Scenario_870,test_positive_flow_S870_v8,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_3,false
Flow_Scenario_870,test_positive_flow_S870_v8,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_8,false
Flow_Scenario_870,test_positive_flow_S870_v9,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_11,false
Flow_Scenario_870,test_positive_flow_S870_v9,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_5,false
Flow_Scenario_870,test_positive_flow_S870_v10,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_3,false
Flow_Scenario_870,test_positive_flow_S870_v10,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_0,false
Flow_Scenario_870,test_positive_flow_S870_v11,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_0,false
Flow_Scenario_870,test_positive_flow_S870_v11,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_3,false
Flow_Scenario_870,test_positive_flow_S870_v12,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_8,false
Flow_Scenario_870,test_positive_flow_S870_v12,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_2,false
Flow_Scenario_870,test_positive_flow_S870_v13,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_8,false
Flow_Scenario_870,test_positive_flow_S870_v13,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_9,false
Flow_Scenario_870,test_positive_flow_S870_v14,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,acc9976,false
Flow_Scenario_870,test_positive_flow_S870_v14,2,POST,/api/v1/adminorderservice/adminorder,id,,test679,false
Flow_Scenario_870,test_positive_flow_S870_v15,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_2,false
Flow_Scenario_870,test_positive_flow_S870_v15,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_5,false
Flow_Scenario_870,test_positive_flow_S870_v16,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_0,false
Flow_Scenario_870,test_positive_flow_S870_v16,2,POST,/api/v1/adminorderservice/adminorder,id,,test576,false
Flow_Scenario_870,test_positive_flow_S870_v17,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_0,false
Flow_Scenario_870,test_positive_flow_S870_v17,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_9,false
Flow_Scenario_870,test_positive_flow_S870_v18,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,acc9976,false
Flow_Scenario_870,test_positive_flow_S870_v18,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_9,false
Flow_Scenario_870,test_positive_flow_S870_v19,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_5,false
Flow_Scenario_870,test_positive_flow_S870_v19,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_6,false
Flow_Scenario_870,test_positive_flow_S870_v20,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,FALLBACK_accountId_5,false
Flow_Scenario_870,test_positive_flow_S870_v20,2,POST,/api/v1/adminorderservice/adminorder,id,,FALLBACK_id_1,false
