scenario,test_method,step_idx,http_method,path,parameter,stem,value,resolvable
Flow_Scenario_1703,test_positive_flow_S1703_v64,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,d001b2e0-0e1a-4e3a-9c8c-0b0a0b0c0d0e,false
Flow_Scenario_1703,test_positive_flow_S1703_v68,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_1703,test_positive_flow_S1703_v71,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,1,false
Flow_Scenario_1703,test_positive_flow_S1703_v72,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,aefcef3f-3f42-46e8-afd7-6cb2a928bd3d,false
Flow_Scenario_1703,test_positive_flow_S1703_v73,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing-station-id-here,false
Flow_Scenario_1703,test_positive_flow_S1703_v75,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing-station-uuid,false
Flow_Scenario_1703,test_positive_flow_S1703_v76,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing-station-id-here,false
Flow_Scenario_1703,test_positive_flow_S1703_v78,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existingStationId,false
Flow_Scenario_1703,test_positive_flow_S1703_v80,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,a3f256c1-0e43-4f7d-9c21-121bf258101f,false
Flow_Scenario_1703,test_positive_flow_S1703_v81,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing-station-id-from-database,false
Flow_Scenario_1703,test_positive_flow_S1703_v88,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,a1e1f1b1-1c1d-1e1f-1a1b-1c1d1e1f1a1b,false
Flow_Scenario_1703,test_positive_flow_S1703_v89,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing-station-id-from-database,false
Flow_Scenario_1703,test_positive_flow_S1703_v93,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,a1e3f8c2-7b4d-4e6f-9a0b-1c2d3e4f5a6b,false
Flow_Scenario_1703,test_positive_flow_S1703_v100,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,existing_station_id_here,false
Flow_Scenario_1752,test_positive_flow_S1752_v1,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,TR-100,false
Flow_Scenario_1752,test_positive_flow_S1752_v2,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-006,false
Flow_Scenario_1752,test_positive_flow_S1752_v3,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-003,false
Flow_Scenario_1752,test_positive_flow_S1752_v4,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,1b23bd3e-876a-4af3-b920-c50a90c90b05,false
Flow_Scenario_1752,test_positive_flow_S1752_v5,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,EX-502,false
Flow_Scenario_1752,test_positive_flow_S1752_v6,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,EX-500,false
Flow_Scenario_1752,test_positive_flow_S1752_v7,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-008,false
Flow_Scenario_1752,test_positive_flow_S1752_v8,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,EX-501,false
Flow_Scenario_1752,test_positive_flow_S1752_v9,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,NEW-EX-500,false
Flow_Scenario_1752,test_positive_flow_S1752_v10,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-005,false
Flow_Scenario_1752,test_positive_flow_S1752_v11,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,EX-999,false
Flow_Scenario_1752,test_positive_flow_S1752_v12,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-011,false
Flow_Scenario_1752,test_positive_flow_S1752_v13,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-099,false
Flow_Scenario_1752,test_positive_flow_S1752_v14,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,TR-201,false
Flow_Scenario_1752,test_positive_flow_S1752_v15,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T99999,false
Flow_Scenario_1752,test_positive_flow_S1752_v16,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,EX-601,false
Flow_Scenario_1752,test_positive_flow_S1752_v17,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-010,false
Flow_Scenario_1752,test_positive_flow_S1752_v18,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,e7b3c4d5-6f8a-4b2c-9e1d-0a3b5c7d9e1f,false
Flow_Scenario_1752,test_positive_flow_S1752_v19,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-002,false
Flow_Scenario_1752,test_positive_flow_S1752_v20,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,T-008,false
Flow_Scenario_1929,test_positive_flow_S1929_v1,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v1,2,PUT,/api/v1/consignservice/consigns,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,false
Flow_Scenario_1929,test_positive_flow_S1929_v1,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v2,2,PUT,/api/v1/consignservice/consigns,accountId,account,7jh90mqol6DgaiEL,false
Flow_Scenario_1929,test_positive_flow_S1929_v2,2,PUT,/api/v1/consignservice/consigns,id,,d693a2c5-ef87-4a3c-bef8-600b43f62c68,false
Flow_Scenario_1929,test_positive_flow_S1929_v2,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v3,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v3,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v3,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v4,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v4,2,PUT,/api/v1/consignservice/consigns,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,false
Flow_Scenario_1929,test_positive_flow_S1929_v4,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v5,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v5,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v5,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v6,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v6,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v6,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v7,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v7,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v7,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v8,2,PUT,/api/v1/consignservice/consigns,accountId,account,b806914f-365a-47a5-a612-a64955d9e93,false
Flow_Scenario_1929,test_positive_flow_S1929_v8,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v8,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v9,2,PUT,/api/v1/consignservice/consigns,accountId,account,XBh,false
Flow_Scenario_1929,test_positive_flow_S1929_v9,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v9,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v10,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v10,2,PUT,/api/v1/consignservice/consigns,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,false
Flow_Scenario_1929,test_positive_flow_S1929_v10,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v11,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v11,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v11,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v12,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v12,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v12,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v13,2,PUT,/api/v1/consignservice/consigns,accountId,account,7jh90mqol6DgaiEL,false
Flow_Scenario_1929,test_positive_flow_S1929_v13,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v13,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v14,2,PUT,/api/v1/consignservice/consigns,accountId,account,b806914f-365a-47a5-a612-a64955d9e93,false
Flow_Scenario_1929,test_positive_flow_S1929_v14,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v14,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v15,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v15,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v15,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v16,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v16,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v16,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v17,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v17,2,PUT,/api/v1/consignservice/consigns,id,,084837,false
Flow_Scenario_1929,test_positive_flow_S1929_v17,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v18,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v18,2,PUT,/api/v1/consignservice/consigns,id,,20eb7122-3a11-423f-b10a-be0dc5bce7db,false
Flow_Scenario_1929,test_positive_flow_S1929_v18,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v19,2,PUT,/api/v1/consignservice/consigns,accountId,account,XBh,false
Flow_Scenario_1929,test_positive_flow_S1929_v19,2,PUT,/api/v1/consignservice/consigns,id,,T12345,false
Flow_Scenario_1929,test_positive_flow_S1929_v19,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_1929,test_positive_flow_S1929_v20,2,PUT,/api/v1/consignservice/consigns,accountId,account,user_001_abc123def456,false
Flow_Scenario_1929,test_positive_flow_S1929_v20,2,PUT,/api/v1/consignservice/consigns,id,,92708982-77af-4318-be25-57ccb0ff69ad,false
Flow_Scenario_1929,test_positive_flow_S1929_v20,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD-20260505-001,false
Flow_Scenario_2498,test_positive_flow_S2498_v1,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,false
Flow_Scenario_2498,test_positive_flow_S2498_v2,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id,false
Flow_Scenario_2498,test_positive_flow_S2498_v3,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v4,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,false
Flow_Scenario_2498,test_positive_flow_S2498_v5,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,Z1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v6,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v7,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,false
Flow_Scenario_2498,test_positive_flow_S2498_v8,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,false
Flow_Scenario_2498,test_positive_flow_S2498_v9,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,GaoTieOne,false
Flow_Scenario_2498,test_positive_flow_S2498_v10,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,false
Flow_Scenario_2498,test_positive_flow_S2498_v11,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v12,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v13,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v14,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v15,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v16,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v17,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v18,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,b3f2e1a0-5c7d-4e9f-8a6b-2d1c3e5f7a9b,false
Flow_Scenario_2498,test_positive_flow_S2498_v19,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v20,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v21,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,Z1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v22,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v23,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v24,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v25,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,Z1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v26,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,false
Flow_Scenario_2498,test_positive_flow_S2498_v27,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,false
Flow_Scenario_2498,test_positive_flow_S2498_v28,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v29,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v30,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,false
Flow_Scenario_2498,test_positive_flow_S2498_v31,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v32,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v33,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1,false
Flow_Scenario_2498,test_positive_flow_S2498_v34,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v35,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v36,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existingTrainTypeId,false
Flow_Scenario_2498,test_positive_flow_S2498_v37,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id,false
Flow_Scenario_2498,test_positive_flow_S2498_v38,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v39,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,false
Flow_Scenario_2498,test_positive_flow_S2498_v40,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing_train_type_id_here,false
Flow_Scenario_2498,test_positive_flow_S2498_v41,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v42,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G123,false
Flow_Scenario_2498,test_positive_flow_S2498_v43,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v44,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,92708982-77af-4318-be25-57ccb0ff69ad,false
Flow_Scenario_2498,test_positive_flow_S2498_v45,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id-12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v46,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,a3f256c1-0e43-4f7d-9c21-121bf258101f,false
Flow_Scenario_2498,test_positive_flow_S2498_v47,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,trainType_id_that_exists,false
Flow_Scenario_2498,test_positive_flow_S2498_v48,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,existing-train-type-id-here,false
Flow_Scenario_2498,test_positive_flow_S2498_v49,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,1367db1f-461e-4ab7-87ad-2bcc05fd9cb7,false
Flow_Scenario_2498,test_positive_flow_S2498_v50,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
Flow_Scenario_2498,test_positive_flow_S2498_v51,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,T12345,false
Flow_Scenario_2498,test_positive_flow_S2498_v52,2,PUT,/api/v1/adminbasicservice/adminbasic/trains,id,,G1234,false
