log_file,request_id,timestamp,model,prompt_category,parameter,type,format,location,required,enum,minimum,maximum,min_length,max_length,pattern,response_index,value
llm-communication-20260505-225616.log,13,2026-05-05 23:00:21.029,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,13,2026-05-05 23:00:21.029,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,14,2026-05-05 23:00:23.121,deepseek-chat,extraction,enableBoughtDateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,15,2026-05-05 23:00:24.506,deepseek-chat,simple_gen,enableBoughtDateQuery,boolean,,,,,,,,,,0,true
llm-communication-20260505-225616.log,16,2026-05-05 23:00:25.817,deepseek-chat,bulk_extract,enableBoughtDateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,0,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,1,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,2,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,5,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,6,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,7,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,8,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,9,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,10,true
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,11,false
llm-communication-20260505-225616.log,17,2026-05-05 23:00:27.072,deepseek-chat,positive_gen,enableBoughtDateQuery,boolean,,formData,No,,,,,,,12,true
llm-communication-20260505-225616.log,18,2026-05-05 23:00:29.274,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,0,true
llm-communication-20260505-225616.log,18,2026-05-05 23:00:29.274,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,1,false
llm-communication-20260505-225616.log,18,2026-05-05 23:00:29.274,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,2,true
llm-communication-20260505-225616.log,18,2026-05-05 23:00:29.274,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,18,2026-05-05 23:00:29.274,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,19,2026-05-05 23:00:30.997,deepseek-chat,extraction,enableStateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,20,2026-05-05 23:00:32.349,deepseek-chat,simple_gen,enableStateQuery,boolean,,,,,,,,,,0,true
llm-communication-20260505-225616.log,21,2026-05-05 23:00:33.601,deepseek-chat,bulk_extract,enableStateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,0,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,1,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,2,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,5,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,6,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,7,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,8,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,9,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,10,true
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,11,false
llm-communication-20260505-225616.log,22,2026-05-05 23:00:35.101,deepseek-chat,positive_gen,enableStateQuery,boolean,,formData,No,,,,,,,12,true
llm-communication-20260505-225616.log,23,2026-05-05 23:00:37.606,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,0,true
llm-communication-20260505-225616.log,23,2026-05-05 23:00:37.606,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,1,false
llm-communication-20260505-225616.log,23,2026-05-05 23:00:37.606,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,2,true
llm-communication-20260505-225616.log,23,2026-05-05 23:00:37.606,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,23,2026-05-05 23:00:37.606,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,24,2026-05-05 23:00:40.226,deepseek-chat,extraction,enableTravelDateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,25,2026-05-05 23:00:41.633,deepseek-chat,simple_gen,enableTravelDateQuery,boolean,,,,,,,,,,0,true
llm-communication-20260505-225616.log,26,2026-05-05 23:00:42.890,deepseek-chat,bulk_extract,enableTravelDateQuery,boolean,,,,,,,,,,0,
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,0,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,1,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,2,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,3,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,4,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,5,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,6,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,7,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,8,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,9,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,10,true
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,11,false
llm-communication-20260505-225616.log,27,2026-05-05 23:00:44.249,deepseek-chat,positive_gen,enableTravelDateQuery,boolean,,formData,No,,,,,,,12,true
llm-communication-20260505-225616.log,28,2026-05-05 23:00:46.360,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,0,testuser01
llm-communication-20260505-225616.log,28,2026-05-05 23:00:46.360,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,1,john.doe@example.com
llm-communication-20260505-225616.log,28,2026-05-05 23:00:46.360,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,2,admin123
llm-communication-20260505-225616.log,28,2026-05-05 23:00:46.360,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,3,customer_service
llm-communication-20260505-225616.log,28,2026-05-05 23:00:46.360,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,4,qa_tester
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,0,admin
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,1,testuser1
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,2,john.doe
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,3,jane.smith
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,4,customer123
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,5,demo_user
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,6,qa_tester
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,7,dev_user
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,8,support_agent
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,9,manager01
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,10,operator_5
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,11,api_test
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,12,loadtest
llm-communication-20260505-225616.log,29,2026-05-05 23:00:49.185,deepseek-chat,positive_gen,loginId,string,,formData,No,,,,,,,13,guest
llm-communication-20260505-225616.log,30,2026-05-05 23:00:52.051,deepseek-chat,positive_gen,state,integer,int32,formData,No,,,,,,,0,0
llm-communication-20260505-225616.log,30,2026-05-05 23:00:52.051,deepseek-chat,positive_gen,state,integer,int32,formData,No,,,,,,,1,1
llm-communication-20260505-225616.log,30,2026-05-05 23:00:52.051,deepseek-chat,positive_gen,state,integer,int32,formData,No,,,,,,,2,2
llm-communication-20260505-225616.log,30,2026-05-05 23:00:52.051,deepseek-chat,positive_gen,state,integer,int32,formData,No,,,,,,,3,3
llm-communication-20260505-225616.log,30,2026-05-05 23:00:52.051,deepseek-chat,positive_gen,state,integer,int32,formData,No,,,,,,,4,4
llm-communication-20260505-225616.log,31,2026-05-05 23:00:53.910,deepseek-chat,extraction,state,integer,,,,,,,,,,0,
llm-communication-20260505-225616.log,32,2026-05-05 23:00:55.221,deepseek-chat,other,,,,,,,,,,,,0,NO_MATCH
llm-communication-20260505-225616.log,33,2026-05-05 23:00:56.430,deepseek-chat,simple_gen,state,integer,,,,,,,,,,0,1
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,0,0
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,1,1
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,2,2
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,3,3
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,4,4
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,5,5
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,6,6
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,7,7
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,8,8
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,9,9
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,10,10
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,11,11
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,12,12
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,13,13
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,14,14
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,15,15
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,16,16
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,17,17
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,18,18
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,19,19
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,20,20
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,21,21
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,22,22
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,23,23
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,24,24
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,25,25
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,26,26
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,27,27
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,28,28
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,29,29
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,30,30
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,31,31
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,32,32
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,33,33
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,34,34
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,35,35
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,36,36
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,37,37
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,38,38
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,39,39
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,40,40
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,41,41
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,42,42
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,43,43
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,44,44
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,45,45
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,46,46
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,47,47
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,48,48
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,49,49
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,50,50
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,51,51
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,52,52
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,53,53
llm-communication-20260505-225616.log,34,2026-05-05 23:00:57.703,deepseek-chat,bulk_extract,state,integer,,,,,,,,,,54,54
