scenario,test_method,test_kind,step_idx,http_method,path,parameter,stem,value,provenance,classification
Flow_Scenario_1,test_positive_flow_S1_v20,positive,2,POST,/api/v1/orderOtherService/orderOther/refresh,loginId,login,john_doe_01,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v1,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,customer_001,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v1,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,```,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v2,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,98779e1f-8cce-4435-9ff4-81411a9d9bd5,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v2,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train004,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v3,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,order_2026,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v3,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v4,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,order_2026,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v4,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v5,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v5,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v6,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v6,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v7,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,admin123,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v7,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v8,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,customer_999,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v8,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v9,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,train_0001,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v9,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v10,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v10,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train010,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v11,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,account9999,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v11,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v12,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,A1B2C3D4E5,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v12,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v13,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,98779e1f-8cce-4435-9ff4-81411a9d9bd5,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v13,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train013,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v14,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,customer_001,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v14,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v15,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,A1B2C3D4E5,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v15,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train006,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v16,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,1234567890,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v16,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,```,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v17,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user_admin,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v17,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v18,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user_007,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_1382,test_positive_flow_S1382_v18,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v19,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,98779e1f-8cce-4435-9ff4-81411a9d9bd5,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v19,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v20,positive,2,POST,/api/v1/adminorderservice/adminorder,accountId,account,user_admin,SMART_FETCH,smart_fetch
Flow_Scenario_1382,test_positive_flow_S1382_v20,positive,2,POST,/api/v1/adminorderservice/adminorder,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v1,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v2,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v3,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v4,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v5,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v6,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v7,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v8,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v9,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v10,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v11,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v12,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v13,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v14,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v15,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v16,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v17,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v18,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v20,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v22,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v23,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v25,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v27,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v28,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v29,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v30,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v32,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v33,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v34,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v35,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v36,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v37,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v38,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v39,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v40,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v41,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v42,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v43,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v45,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v47,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v50,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v53,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v56,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v61,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2339,test_positive_flow_S2339_v63,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v65,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v67,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v68,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v70,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v73,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v74,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v75,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v76,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v78,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v80,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v84,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v92,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v93,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v95,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v96,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v97,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v98,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train999,SMART_FETCH,smart_fetch
Flow_Scenario_2339,test_positive_flow_S2339_v99,positive,2,PUT,/api/v1/adminbasicservice/adminbasic/stations,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v1,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train456,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v2,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train008,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v3,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v4,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train001,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v5,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train004,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v6,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train007,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v7,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v8,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train002,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v9,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train013,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v10,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train004,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v11,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train007,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v12,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train006,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v13,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v14,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v15,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train013,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v16,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,```,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v17,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train008,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v18,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train789,SMART_FETCH,smart_fetch
Flow_Scenario_2402,test_positive_flow_S2402_v19,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,train006,SHARED_POOL_DRAW,shared_pool_draw
Flow_Scenario_2402,test_positive_flow_S2402_v20,positive,2,POST,/api/v1/adminbasicservice/adminbasic/trains,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2716,test_positive_flow_S2716_v1,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v1,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v1,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,03e27662-7874-433f-81be-9d5d840d4955,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v2,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,98779e1f-8cce-4435-9ff4-81411a9d9bd5,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v2,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v2,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,be5032f0-335d-4bcb-8c8e-c2f3d9346bcb,LLM,llm
Flow_Scenario_2716,test_positive_flow_S2716_v3,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v3,positive,2,PUT,/api/v1/consignservice/consigns,id,,9fc9c261-3263-4bfa-82f8-bb44e06b2f52,LLM,llm
Flow_Scenario_2716,test_positive_flow_S2716_v3,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v4,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v4,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v4,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v5,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,adminUser789,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v5,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v5,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,03e27662-7874-433f-81be-9d5d840d4955,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v6,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v6,positive,2,PUT,/api/v1/consignservice/consigns,id,,train123,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v6,positive,2,PUT,/api/v1/consignservice/consigns,orderId,order,ORD123456,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v7,positive,2,PUT,/api/v1/consignservice/consigns,accountId,account,user12345,SMART_FETCH,smart_fetch
Flow_Scenario_2716,test_positive_flow_S2716_v7,positive,2,PUT,/api/v1/consignservice/consigns,id,,0b23bd3e-876a-4af3-b920-c50a90c90b04,SMART_FETCH,smart_fetch
